player_api_id,preferred_foot,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes
23499,right,49.0,67.0,78.0,68.0,56.0,49.0,43.0,42.0,39.0,65.0,51.0,53.0,44.0,67.0,52.0,69.0,70.0,53.0,82.0,47.0,77.0,24.0,67.0,68.0,73.0,23.0,20.0,19.0,12.0,13.0,10.0,10.0,9.0
120919,right,70.0,77.0,63.0,75.0,77.0,78.0,69.0,63.0,68.0,78.0,79.0,77.0,81.0,74.0,77.0,78.0,58.0,74.0,62.0,74.0,39.0,40.0,78.0,70.0,85.0,26.0,27.0,24.0,7.0,10.0,8.0,15.0,10.0
46447,right,41.0,33.0,74.0,57.0,24.0,30.0,35.0,40.0,45.0,44.0,60.0,61.0,59.0,58.0,73.0,48.0,75.0,64.0,71.0,39.0,71.0,58.0,28.0,61.0,39.0,62.0,61.0,57.0,15.0,14.0,13.0,10.0,12.0
167027,right,74.0,64.0,61.0,76.0,63.0,76.0,76.0,78.0,75.0,78.0,73.0,76.0,80.0,75.0,72.0,71.0,68.0,63.0,68.0,70.0,70.0,36.0,71.0,74.0,71.0,35.0,42.0,33.0,11.0,7.0,6.0,16.0,7.0
245653,left,47.0,29.0,65.0,57.0,36.0,47.0,27.0,45.0,55.0,52.0,62.0,67.0,65.0,64.0,59.0,57.0,64.0,65.0,65.0,37.0,67.0,59.0,23.0,52.0,42.0,64.0,65.0,62.0,11.0,5.0,15.0,10.0,10.0
128456,left,65.0,17.0,66.0,64.0,24.0,51.0,23.0,23.0,56.0,63.0,68.0,66.0,50.0,68.0,59.0,59.0,73.0,64.0,74.0,38.0,85.0,72.0,48.0,52.0,32.0,75.0,76.0,77.0,9.0,11.0,10.0,8.0,9.0
42664,right,65.0,61.0,65.0,68.0,70.0,70.0,64.0,63.0,53.0,71.0,71.0,77.0,67.0,69.0,61.0,69.0,64.0,61.0,79.0,69.0,61.0,25.0,67.0,50.0,68.0,29.0,32.0,31.0,10.0,6.0,11.0,6.0,7.0
425950,right,49.0,56.0,47.0,56.0,64.0,73.0,52.0,48.0,53.0,64.0,71.0,70.0,73.0,67.0,63.0,57.0,66.0,47.0,43.0,53.0,36.0,28.0,52.0,46.0,58.0,36.0,32.0,30.0,7.0,14.0,14.0,13.0,14.0
38423,right,60.0,50.0,60.0,74.0,,74.0,,53.0,62.0,73.0,74.0,70.0,,63.0,,64.0,,71.0,64.0,55.0,63.0,69.0,70.0,,47.0,52.0,50.0,,7.0,20.0,62.0,20.0,20.0
3264,right,49.0,64.0,65.0,54.0,58.0,58.0,46.0,44.0,27.0,64.0,69.0,54.0,66.0,58.0,62.0,63.0,74.0,58.0,61.0,59.0,52.0,30.0,74.0,66.0,41.0,30.0,34.0,36.0,13.0,7.0,7.0,9.0,13.0
467485,left,42.0,52.0,39.0,64.0,40.0,72.0,67.0,45.0,56.0,67.0,75.0,78.0,82.0,62.0,72.0,48.0,65.0,62.0,53.0,52.0,40.0,23.0,46.0,64.0,46.0,32.0,33.0,40.0,8.0,13.0,8.0,15.0,8.0
306735,right,54.0,37.0,48.0,62.0,31.0,56.0,35.0,39.0,56.0,58.0,69.0,62.0,56.0,55.0,59.0,56.0,71.0,71.0,71.0,50.0,51.0,48.0,56.0,55.0,45.0,56.0,61.0,53.0,10.0,7.0,8.0,11.0,10.0
41659,right,57.0,53.0,58.0,69.0,57.0,59.0,69.0,68.0,66.0,64.0,65.0,67.0,71.0,67.0,70.0,67.0,57.0,62.0,57.0,61.0,58.0,47.0,63.0,67.0,57.0,47.0,39.0,37.0,8.0,15.0,16.0,9.0,11.0
31684,right,56.0,34.0,70.0,70.0,,56.0,,26.0,71.0,60.0,69.0,68.0,,70.0,,72.0,,81.0,79.0,58.0,73.0,73.0,70.0,,68.0,76.0,75.0,,5.0,23.0,71.0,23.0,23.0
32637,right,42.0,60.0,54.0,52.0,,51.0,,42.0,35.0,60.0,74.0,77.0,,52.0,,71.0,,61.0,71.0,59.0,30.0,52.0,57.0,,66.0,22.0,27.0,,7.0,20.0,35.0,20.0,20.0
563215,left,42.0,30.0,61.0,59.0,37.0,47.0,41.0,32.0,67.0,50.0,67.0,69.0,46.0,59.0,64.0,42.0,76.0,72.0,68.0,24.0,72.0,57.0,30.0,33.0,41.0,67.0,73.0,70.0,12.0,7.0,7.0,7.0,8.0
41093,right,62.0,63.0,60.0,77.0,62.0,75.0,66.0,49.0,74.0,75.0,73.0,69.0,76.0,68.0,69.0,66.0,51.0,61.0,63.0,61.0,56.0,64.0,57.0,72.0,48.0,63.0,64.0,61.0,8.0,14.0,15.0,11.0,9.0
564712,right,35.0,30.0,56.0,57.0,32.0,36.0,27.0,30.0,33.0,52.0,54.0,49.0,47.0,56.0,25.0,41.0,33.0,52.0,95.0,27.0,49.0,59.0,28.0,31.0,47.0,65.0,71.0,66.0,9.0,11.0,13.0,12.0,15.0
67334,left,67.0,70.0,50.0,71.0,46.0,74.0,55.0,53.0,59.0,73.0,84.0,88.0,74.0,62.0,62.0,71.0,71.0,77.0,67.0,53.0,64.0,44.0,68.0,64.0,53.0,42.0,47.0,43.0,12.0,15.0,14.0,11.0,6.0
173955,left,69.0,72.0,64.0,69.0,63.0,76.0,69.0,49.0,64.0,73.0,85.0,84.0,78.0,65.0,74.0,76.0,71.0,72.0,70.0,70.0,68.0,26.0,71.0,74.0,52.0,20.0,29.0,27.0,11.0,16.0,13.0,12.0,16.0
39562,right,75.0,50.0,66.0,78.0,65.0,71.0,68.0,57.0,74.0,74.0,79.0,79.0,79.0,76.0,72.0,71.0,76.0,69.0,75.0,64.0,73.0,77.0,68.0,57.0,50.0,70.0,75.0,74.0,12.0,15.0,10.0,11.0,14.0
191784,right,35.0,22.0,81.0,58.0,30.0,35.0,36.0,59.0,42.0,53.0,40.0,53.0,34.0,63.0,31.0,58.0,73.0,64.0,83.0,50.0,81.0,70.0,25.0,40.0,68.0,74.0,76.0,71.0,11.0,12.0,12.0,15.0,15.0
210400,right,67.0,28.0,61.0,64.0,49.0,52.0,58.0,49.0,60.0,63.0,80.0,77.0,81.0,67.0,62.0,50.0,74.0,80.0,71.0,53.0,63.0,67.0,22.0,57.0,38.0,65.0,68.0,68.0,14.0,13.0,8.0,7.0,8.0
201915,left,67.0,80.0,66.0,69.0,69.0,68.0,53.0,49.0,63.0,61.0,90.0,91.0,87.0,73.0,81.0,70.0,79.0,78.0,58.0,63.0,51.0,43.0,78.0,66.0,63.0,43.0,44.0,46.0,12.0,14.0,8.0,7.0,9.0
194479,right,64.0,69.0,68.0,75.0,69.0,76.0,64.0,72.0,67.0,75.0,74.0,76.0,74.0,73.0,60.0,73.0,71.0,71.0,74.0,72.0,54.0,49.0,66.0,71.0,68.0,44.0,36.0,24.0,8.0,14.0,14.0,8.0,13.0
189181,right,12.0,11.0,13.0,34.0,14.0,15.0,15.0,14.0,25.0,17.0,42.0,40.0,57.0,71.0,52.0,19.0,66.0,31.0,75.0,12.0,18.0,24.0,11.0,24.0,20.0,19.0,20.0,12.0,70.0,63.0,63.0,70.0,75.0
352887,right,68.0,70.0,66.0,75.0,67.0,75.0,41.0,42.0,74.0,75.0,65.0,67.0,60.0,68.0,64.0,75.0,71.0,83.0,75.0,74.0,75.0,71.0,58.0,77.0,45.0,69.0,71.0,65.0,15.0,12.0,12.0,15.0,14.0
40005,right,29.0,45.0,72.0,51.0,34.0,40.0,29.0,29.0,55.0,46.0,26.0,33.0,31.0,63.0,47.0,55.0,62.0,52.0,84.0,31.0,75.0,65.0,31.0,42.0,33.0,67.0,69.0,64.0,10.0,14.0,10.0,14.0,7.0
409003,right,45.0,34.0,54.0,65.0,43.0,54.0,39.0,40.0,62.0,63.0,57.0,64.0,59.0,58.0,74.0,61.0,59.0,58.0,60.0,55.0,60.0,65.0,57.0,59.0,54.0,47.0,64.0,59.0,14.0,7.0,13.0,11.0,9.0
37280,right,36.0,26.0,72.0,51.0,30.0,31.0,31.0,28.0,47.0,49.0,47.0,34.0,35.0,56.0,45.0,45.0,67.0,58.0,79.0,38.0,76.0,62.0,48.0,42.0,52.0,64.0,63.0,61.0,6.0,15.0,7.0,14.0,12.0
439366,right,46.0,34.0,66.0,68.0,39.0,57.0,41.0,49.0,67.0,58.0,65.0,55.0,46.0,69.0,41.0,57.0,59.0,68.0,81.0,61.0,67.0,62.0,35.0,60.0,39.0,57.0,62.0,58.0,8.0,15.0,9.0,9.0,7.0
148827,left,70.0,53.0,61.0,71.0,58.0,54.0,54.0,47.0,67.0,73.0,67.0,69.0,71.0,73.0,62.0,72.0,68.0,72.0,74.0,52.0,74.0,67.0,66.0,64.0,52.0,58.0,70.0,65.0,14.0,10.0,10.0,7.0,8.0
173011,right,67.0,52.0,52.0,66.0,41.0,59.0,59.0,62.0,58.0,62.0,73.0,81.0,66.0,64.0,60.0,73.0,70.0,65.0,69.0,68.0,59.0,56.0,55.0,53.0,56.0,36.0,46.0,36.0,11.0,11.0,5.0,5.0,13.0
419681,right,46.0,36.0,48.0,66.0,50.0,63.0,73.0,31.0,63.0,64.0,60.0,63.0,60.0,67.0,50.0,63.0,73.0,75.0,86.0,66.0,69.0,66.0,60.0,65.0,44.0,68.0,68.0,62.0,11.0,11.0,8.0,15.0,15.0
196947,right,56.0,71.0,63.0,67.0,65.0,74.0,49.0,51.0,56.0,75.0,93.0,92.0,79.0,64.0,83.0,74.0,90.0,73.0,65.0,64.0,56.0,36.0,70.0,71.0,65.0,37.0,33.0,34.0,3.0,3.0,3.0,3.0,3.0
89405,right,48.0,34.0,62.0,64.0,30.0,55.0,43.0,33.0,56.0,63.0,66.0,70.0,57.0,65.0,72.0,33.0,71.0,83.0,75.0,25.0,76.0,67.0,46.0,47.0,39.0,65.0,68.0,61.0,8.0,9.0,6.0,12.0,16.0
324910,left,80.0,48.0,67.0,73.0,41.0,76.0,67.0,23.0,67.0,77.0,85.0,86.0,78.0,74.0,74.0,59.0,74.0,79.0,71.0,47.0,73.0,72.0,56.0,55.0,42.0,73.0,79.0,78.0,12.0,11.0,6.0,11.0,10.0
67952,left,50.0,46.0,47.0,62.0,53.0,73.0,51.0,55.0,61.0,71.0,73.0,70.0,81.0,66.0,85.0,60.0,76.0,71.0,46.0,58.0,48.0,48.0,53.0,61.0,47.0,34.0,48.0,46.0,5.0,9.0,10.0,11.0,14.0
31012,right,75.0,72.0,77.0,73.0,69.0,86.0,69.0,57.0,76.0,83.0,92.0,88.0,84.0,81.0,65.0,88.0,78.0,81.0,89.0,78.0,75.0,37.0,85.0,70.0,84.0,13.0,28.0,23.0,6.0,7.0,8.0,7.0,15.0
176301,right,47.0,60.0,37.0,62.0,42.0,67.0,53.0,39.0,58.0,64.0,78.0,76.0,69.0,51.0,69.0,57.0,56.0,67.0,80.0,40.0,47.0,33.0,40.0,50.0,48.0,37.0,33.0,42.0,12.0,14.0,7.0,13.0,14.0
307227,right,36.0,34.0,62.0,41.0,40.0,38.0,33.0,34.0,43.0,49.0,64.0,66.0,65.0,58.0,54.0,42.0,70.0,72.0,70.0,39.0,80.0,65.0,30.0,42.0,44.0,61.0,63.0,57.0,16.0,12.0,8.0,11.0,7.0
176302,right,61.0,45.0,53.0,63.0,44.0,66.0,53.0,52.0,56.0,61.0,70.0,63.0,80.0,63.0,56.0,63.0,58.0,61.0,58.0,57.0,58.0,51.0,49.0,60.0,56.0,52.0,54.0,47.0,8.0,9.0,12.0,15.0,11.0
525595,right,70.0,36.0,59.0,76.0,40.0,65.0,51.0,47.0,74.0,70.0,75.0,75.0,66.0,76.0,65.0,62.0,75.0,82.0,69.0,48.0,68.0,70.0,73.0,67.0,51.0,59.0,68.0,72.0,9.0,16.0,14.0,11.0,15.0
24385,right,57.0,59.0,73.0,75.0,51.0,65.0,61.0,62.0,69.0,70.0,44.0,38.0,56.0,70.0,60.0,71.0,67.0,73.0,78.0,60.0,86.0,77.0,68.0,70.0,59.0,67.0,81.0,61.0,12.0,11.0,15.0,6.0,11.0
29904,right,63.0,58.0,42.0,79.0,55.0,64.0,80.0,78.0,82.0,75.0,40.0,34.0,42.0,72.0,55.0,82.0,48.0,64.0,63.0,78.0,62.0,71.0,67.0,77.0,67.0,54.0,62.0,49.0,14.0,11.0,12.0,7.0,7.0
105548,left,47.0,71.0,73.0,67.0,74.0,71.0,73.0,58.0,42.0,73.0,86.0,86.0,84.0,74.0,63.0,73.0,74.0,70.0,70.0,66.0,59.0,24.0,74.0,57.0,81.0,19.0,29.0,21.0,14.0,6.0,8.0,6.0,9.0
172875,right,68.0,70.0,67.0,60.0,54.0,69.0,65.0,40.0,51.0,65.0,66.0,76.0,68.0,67.0,61.0,75.0,80.0,75.0,75.0,74.0,66.0,12.0,67.0,60.0,69.0,14.0,17.0,20.0,7.0,9.0,8.0,13.0,8.0
302985,right,58.0,54.0,42.0,56.0,54.0,75.0,63.0,66.0,54.0,61.0,75.0,70.0,72.0,42.0,58.0,66.0,55.0,49.0,42.0,48.0,26.0,28.0,52.0,52.0,61.0,22.0,30.0,31.0,14.0,11.0,14.0,12.0,12.0
240556,right,63.0,50.0,66.0,66.0,42.0,66.0,40.0,41.0,59.0,64.0,70.0,69.0,69.0,66.0,60.0,48.0,82.0,72.0,72.0,51.0,72.0,70.0,40.0,49.0,55.0,70.0,70.0,71.0,9.0,6.0,7.0,10.0,8.0
40938,right,73.0,53.0,59.0,78.0,48.0,70.0,51.0,50.0,74.0,74.0,75.0,76.0,74.0,75.0,75.0,73.0,74.0,77.0,77.0,54.0,74.0,67.0,69.0,75.0,66.0,73.0,74.0,72.0,7.0,5.0,7.0,13.0,10.0
37422,right,82.0,46.0,52.0,61.0,49.0,62.0,59.0,59.0,62.0,66.0,70.0,71.0,69.0,75.0,43.0,67.0,71.0,88.0,80.0,58.0,80.0,75.0,55.0,61.0,46.0,65.0,70.0,69.0,13.0,9.0,12.0,19.0,12.0
114503,right,43.0,78.0,57.0,57.0,64.0,61.0,49.0,42.0,48.0,58.0,77.0,78.0,72.0,63.0,73.0,75.0,47.0,62.0,67.0,65.0,52.0,34.0,64.0,44.0,45.0,34.0,31.0,23.0,16.0,15.0,7.0,12.0,13.0
27277,right,69.0,65.0,77.0,74.0,75.0,79.0,63.0,58.0,72.0,80.0,73.0,77.0,74.0,74.0,56.0,84.0,65.0,73.0,83.0,70.0,77.0,72.0,75.0,77.0,74.0,69.0,74.0,73.0,13.0,7.0,13.0,9.0,12.0
181344,right,41.0,63.0,66.0,54.0,53.0,54.0,36.0,32.0,44.0,57.0,67.0,60.0,54.0,61.0,81.0,70.0,73.0,64.0,82.0,45.0,49.0,24.0,65.0,50.0,46.0,19.0,22.0,21.0,7.0,15.0,6.0,5.0,6.0
581141,right,33.0,65.0,67.0,59.0,52.0,63.0,45.0,43.0,42.0,61.0,64.0,65.0,59.0,59.0,69.0,59.0,66.0,62.0,57.0,55.0,33.0,13.0,58.0,50.0,72.0,22.0,23.0,21.0,6.0,14.0,12.0,7.0,11.0
80592,right,56.0,61.0,64.0,58.0,56.0,66.0,38.0,45.0,38.0,62.0,81.0,80.0,78.0,64.0,74.0,68.0,84.0,66.0,68.0,58.0,58.0,38.0,66.0,60.0,64.0,23.0,34.0,36.0,9.0,10.0,7.0,11.0,13.0
165706,right,69.0,57.0,47.0,85.0,47.0,60.0,81.0,72.0,82.0,73.0,49.0,38.0,61.0,70.0,59.0,77.0,33.0,66.0,61.0,73.0,70.0,68.0,64.0,76.0,63.0,68.0,71.0,65.0,10.0,8.0,6.0,11.0,10.0
210453,right,44.0,73.0,61.0,56.0,68.0,68.0,48.0,40.0,40.0,67.0,81.0,79.0,68.0,70.0,71.0,65.0,75.0,72.0,56.0,59.0,67.0,22.0,62.0,46.0,40.0,12.0,16.0,19.0,9.0,12.0,12.0,6.0,5.0
208635,right,46.0,48.0,68.0,62.0,36.0,47.0,28.0,43.0,59.0,58.0,73.0,71.0,70.0,65.0,52.0,71.0,80.0,78.0,86.0,56.0,84.0,64.0,54.0,51.0,45.0,63.0,67.0,64.0,11.0,5.0,14.0,11.0,15.0
213695,left,69.0,41.0,65.0,69.0,36.0,71.0,76.0,58.0,61.0,72.0,80.0,77.0,79.0,69.0,77.0,69.0,73.0,72.0,76.0,60.0,69.0,72.0,67.0,67.0,57.0,71.0,72.0,70.0,11.0,8.0,7.0,14.0,11.0
33715,right,49.0,43.0,71.0,64.0,49.0,50.0,72.0,57.0,78.0,66.0,60.0,63.0,56.0,59.0,67.0,59.0,80.0,70.0,76.0,42.0,69.0,65.0,43.0,52.0,71.0,55.0,64.0,69.0,8.0,12.0,12.0,11.0,5.0
41489,left,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,31.0,22.0,42.0,42.0,49.0,60.0,30.0,40.0,66.0,35.0,61.0,25.0,32.0,25.0,25.0,25.0,22.0,25.0,25.0,25.0,60.0,61.0,53.0,62.0,64.0
25571,right,64.0,68.0,60.0,82.0,67.0,78.0,68.0,71.0,71.0,81.0,66.0,67.0,63.0,74.0,80.0,80.0,62.0,34.0,91.0,70.0,70.0,55.0,67.0,81.0,76.0,44.0,59.0,58.0,8.0,16.0,12.0,11.0,12.0
660145,left,57.0,50.0,40.0,54.0,59.0,67.0,65.0,40.0,48.0,63.0,77.0,82.0,74.0,55.0,77.0,34.0,70.0,55.0,48.0,44.0,44.0,23.0,55.0,55.0,39.0,24.0,23.0,22.0,7.0,6.0,13.0,6.0,15.0
45960,right,67.0,66.0,46.0,62.0,62.0,68.0,70.0,68.0,47.0,70.0,72.0,76.0,70.0,67.0,61.0,62.0,59.0,72.0,55.0,66.0,46.0,30.0,60.0,68.0,46.0,33.0,21.0,23.0,7.0,15.0,5.0,8.0,6.0
293235,left,73.0,43.0,57.0,69.0,51.0,75.0,67.0,40.0,67.0,77.0,79.0,82.0,78.0,75.0,70.0,77.0,70.0,85.0,65.0,71.0,71.0,67.0,63.0,59.0,48.0,69.0,73.0,73.0,10.0,11.0,6.0,13.0,13.0
34487,right,59.0,57.0,62.0,58.0,,56.0,,34.0,38.0,62.0,62.0,60.0,,55.0,,65.0,,66.0,61.0,48.0,61.0,61.0,60.0,,47.0,23.0,27.0,,12.0,23.0,38.0,23.0,23.0
26331,right,43.0,39.0,73.0,56.0,33.0,45.0,28.0,41.0,53.0,52.0,33.0,53.0,47.0,65.0,47.0,71.0,34.0,51.0,84.0,52.0,76.0,59.0,31.0,53.0,48.0,68.0,72.0,66.0,15.0,11.0,11.0,15.0,9.0
41749,left,68.0,75.0,65.0,72.0,,73.0,,75.0,66.0,74.0,73.0,70.0,,73.0,,76.0,,65.0,69.0,74.0,60.0,73.0,74.0,,72.0,21.0,52.0,,9.0,22.0,66.0,22.0,22.0
495841,right,49.0,78.0,71.0,63.0,56.0,74.0,45.0,43.0,49.0,73.0,82.0,81.0,60.0,71.0,60.0,73.0,61.0,64.0,63.0,70.0,35.0,20.0,69.0,59.0,77.0,20.0,20.0,21.0,6.0,14.0,13.0,8.0,6.0
519835,right,45.0,71.0,57.0,59.0,56.0,67.0,68.0,61.0,55.0,64.0,90.0,92.0,76.0,61.0,88.0,65.0,75.0,72.0,58.0,67.0,78.0,36.0,70.0,48.0,68.0,20.0,17.0,21.0,10.0,13.0,13.0,12.0,7.0
68840,right,25.0,45.0,69.0,44.0,56.0,54.0,33.0,61.0,54.0,47.0,63.0,59.0,71.0,72.0,62.0,61.0,63.0,74.0,80.0,51.0,66.0,67.0,81.0,52.0,65.0,54.0,63.0,61.0,9.0,10.0,9.0,6.0,11.0
27534,right,49.0,46.0,64.0,64.0,54.0,57.0,65.0,63.0,64.0,63.0,58.0,53.0,66.0,68.0,63.0,66.0,80.0,75.0,75.0,59.0,71.0,71.0,50.0,58.0,57.0,68.0,72.0,70.0,11.0,15.0,15.0,8.0,10.0
157303,right,15.0,11.0,11.0,16.0,11.0,11.0,18.0,12.0,12.0,18.0,52.0,56.0,35.0,67.0,41.0,16.0,63.0,33.0,74.0,14.0,20.0,24.0,13.0,38.0,18.0,15.0,11.0,16.0,77.0,71.0,66.0,71.0,78.0
563198,right,54.0,47.0,35.0,53.0,45.0,58.0,41.0,33.0,49.0,51.0,61.0,69.0,55.0,33.0,72.0,55.0,43.0,53.0,47.0,37.0,30.0,25.0,42.0,51.0,55.0,31.0,25.0,26.0,13.0,13.0,6.0,11.0,14.0
557396,right,50.0,64.0,63.0,55.0,59.0,62.0,52.0,44.0,51.0,59.0,67.0,71.0,60.0,52.0,48.0,57.0,70.0,64.0,72.0,46.0,51.0,24.0,65.0,58.0,65.0,21.0,23.0,21.0,7.0,13.0,10.0,6.0,14.0
365666,right,39.0,63.0,57.0,58.0,56.0,62.0,40.0,37.0,42.0,60.0,81.0,90.0,76.0,61.0,81.0,56.0,81.0,53.0,51.0,54.0,31.0,16.0,60.0,46.0,66.0,20.0,19.0,14.0,15.0,12.0,15.0,8.0,8.0
180197,right,21.0,18.0,23.0,26.0,22.0,14.0,15.0,23.0,37.0,19.0,33.0,31.0,43.0,65.0,48.0,23.0,55.0,27.0,66.0,19.0,33.0,18.0,13.0,47.0,22.0,13.0,21.0,21.0,69.0,62.0,59.0,64.0,69.0
310346,right,46.0,25.0,65.0,53.0,24.0,41.0,25.0,22.0,33.0,57.0,54.0,55.0,54.0,46.0,33.0,55.0,71.0,60.0,71.0,24.0,54.0,54.0,33.0,32.0,22.0,59.0,59.0,56.0,9.0,8.0,6.0,9.0,13.0
68962,right,54.0,50.0,62.0,59.0,31.0,54.0,31.0,28.0,59.0,58.0,65.0,63.0,70.0,65.0,61.0,56.0,85.0,59.0,74.0,33.0,62.0,77.0,57.0,44.0,44.0,60.0,64.0,64.0,9.0,10.0,6.0,15.0,16.0
429870,right,49.0,39.0,51.0,67.0,43.0,64.0,35.0,40.0,64.0,66.0,69.0,66.0,54.0,63.0,54.0,59.0,62.0,74.0,78.0,40.0,65.0,54.0,53.0,57.0,45.0,52.0,61.0,57.0,11.0,11.0,14.0,14.0,6.0
23133,left,61.0,29.0,58.0,64.0,25.0,61.0,60.0,41.0,57.0,71.0,64.0,52.0,61.0,59.0,65.0,39.0,65.0,64.0,67.0,44.0,61.0,65.0,41.0,54.0,44.0,67.0,70.0,68.0,7.0,7.0,15.0,6.0,14.0
420209,right,67.0,52.0,52.0,53.0,37.0,61.0,44.0,33.0,48.0,55.0,74.0,78.0,57.0,46.0,63.0,44.0,73.0,52.0,43.0,40.0,25.0,47.0,51.0,40.0,64.0,55.0,52.0,48.0,10.0,7.0,14.0,15.0,7.0
